"Marital.status","Application.mode","Previous.qualification","Previous.qualification..grade.","Daytime.evening.attendance.","Age.at.enrollment","Gender","Target"
1,17,1,126,1,18,0,"Graduate"
1,17,1,128,1,18,0,"Graduate"
1,17,1,134,1,20,0,"Enrolled"
1,17,1,128,1,18,0,"Graduate"
1,1,1,125,1,18,0,"Enrolled"
1,7,3,130,1,28,0,"Dropout"
1,1,1,135,1,18,0,"Graduate"
1,39,19,133.1,1,27,0,"Enrolled"
1,39,1,140,1,26,0,"Enrolled"
1,1,1,138,1,18,0,"Graduate"
1,1,1,150,1,18,0,"Dropout"
1,1,1,125,1,21,0,"Dropout"
1,1,1,121,1,18,0,"Enrolled"
2,39,1,120,0,32,0,"Dropout"
1,39,1,140,1,28,0,"Graduate"
1,39,1,100,0,40,0,"Dropout"
2,18,1,140,0,39,0,"Dropout"
2,18,1,140,1,39,0,"Dropout"
2,39,1,120,1,50,0,"Graduate"
1,17,1,138,1,23,0,"Dropout"
4,39,19,133.1,0,48,0,"Dropout"
1,17,1,118,1,23,0,"Dropout"
1,1,1,135,1,18,0,"Graduate"
1,17,1,130,1,18,0,"Graduate"
1,15,1,150,1,20,0,"Graduate"
1,18,1,149,1,18,0,"Graduate"
1,1,1,180,1,18,0,"Dropout"
1,43,1,133.1,1,31,1,"Dropout"
1,39,19,133.1,1,24,1,"Enrolled"
1,39,1,145,1,24,1,"Graduate"
1,39,1,110,1,26,1,"Dropout"
1,1,1,154,1,18,1,"Dropout"
1,17,1,126,1,19,1,"Enrolled"
1,17,1,133,1,22,1,"Dropout"
1,1,1,145,1,18,1,"Graduate"
1,44,39,120,1,20,1,"Dropout"
1,44,39,150,1,25,1,"Graduate"
1,43,1,150,0,24,1,"Graduate"
1,39,1,150,1,27,1,"Dropout"
1,17,1,127,1,21,1,"Graduate"
1,44,39,140,1,21,1,"Graduate"
1,18,1,128,1,19,1,"Dropout"
1,39,1,127,1,28,1,"Graduate"
1,1,1,117,1,20,1,"Enrolled"
1,44,39,150,1,21,1,"Graduate"
1,1,1,154,1,18,1,"Graduate"
1,17,1,127,1,18,1,"Enrolled"
1,1,1,133,1,20,1,"Enrolled"
1,39,40,120,1,25,1,"Enrolled"
1,1,1,133.1,1,22,1,"Enrolled"
1,1,1,149,1,18,1,"Enrolled"
1,17,1,125,1,19,1,"Graduate"
1,1,1,126,1,19,1,"Dropout"
1,39,19,133.1,1,25,1,"Dropout"
1,43,1,115,1,21,1,"Dropout"
1,17,1,117,1,19,1,"Dropout"
1,17,1,133.1,1,20,1,"Dropout"
1,44,39,150,1,25,1,"Dropout"
1,17,1,130,1,20,1,"Enrolled"
1,1,1,161,1,18,1,"Graduate"
1,44,39,130,1,23,1,"Enrolled"
1,42,1,111,1,23,1,"Graduate"
1,53,42,140,1,21,1,"Graduate"
1,1,1,132,1,20,1,"Enrolled"
1,39,1,139,0,25,1,"Dropout"
1,1,1,132,1,18,1,"Graduate"
1,1,6,119,1,22,1,"Graduate"
1,39,1,133.1,1,27,1,"Graduate"
1,39,19,133.1,1,25,1,"Dropout"
1,17,1,129,1,18,1,"Dropout"
1,17,1,128,1,20,1,"Graduate"
1,39,1,120,1,27,1,"Graduate"
1,1,1,130,0,20,1,"Graduate"
1,1,1,130,1,22,1,"Dropout"
1,17,1,111,1,19,1,"Dropout"
1,1,1,121,1,20,1,"Enrolled"
1,43,1,117,1,19,1,"Graduate"
2,39,9,133.1,1,29,1,"Dropout"
1,1,1,149,1,19,1,"Graduate"
1,39,1,172,0,28,0,"Enrolled"
2,1,1,134,1,20,0,"Graduate"
1,1,1,136,1,20,0,"Graduate"
1,39,1,133.1,0,31,0,"Dropout"
1,17,1,141,1,18,0,"Graduate"
1,17,1,141,1,19,0,"Enrolled"
1,1,1,148,1,18,0,"Graduate"
1,17,1,102,1,19,0,"Graduate"
1,1,1,143,1,18,0,"Graduate"
1,17,1,120,1,19,0,"Graduate"
1,17,1,121,1,18,0,"Graduate"
1,1,1,122,1,19,0,"Graduate"
1,1,1,122,1,19,0,"Graduate"
1,1,1,123,1,18,0,"Graduate"
1,1,1,133,1,19,0,"Enrolled"
1,44,39,110,1,20,0,"Graduate"
1,17,1,155,1,20,0,"Enrolled"
1,17,1,119,1,20,0,"Enrolled"
1,39,3,120,0,29,0,"Dropout"
1,17,1,133.1,1,20,0,"Dropout"
4,39,1,143,1,31,0,"Dropout"
1,17,1,149,1,20,0,"Graduate"
1,17,1,133,1,21,0,"Graduate"
1,7,3,140,1,23,0,"Dropout"
1,17,1,122,1,21,0,"Dropout"
1,7,40,170,1,24,0,"Graduate"
1,39,1,120,0,27,0,"Graduate"
1,1,1,143,1,18,0,"Graduate"
1,1,1,115,1,21,0,"Dropout"
1,17,1,123,1,19,0,"Dropout"
1,1,1,131,1,19,0,"Graduate"
1,17,1,127,1,18,0,"Dropout"
1,43,1,126,1,18,0,"Enrolled"
1,1,1,112,1,20,0,"Graduate"
2,1,1,150,0,24,0,"Graduate"
1,1,1,116,1,20,0,"Graduate"
1,17,1,118,1,20,0,"Enrolled"
1,1,1,130,1,19,0,"Graduate"
1,1,1,144,1,18,0,"Graduate"
1,17,3,105,1,20,0,"Graduate"
1,17,1,143,1,20,0,"Graduate"
1,17,1,137,1,19,0,"Graduate"
1,44,39,140,1,19,0,"Enrolled"
1,1,1,133.1,1,20,0,"Graduate"
1,17,1,116,1,19,0,"Dropout"
1,17,1,117,1,19,0,"Dropout"
1,17,1,137,1,18,0,"Graduate"
1,17,1,116,1,23,0,"Dropout"
1,1,1,133.1,1,21,0,"Dropout"
1,44,39,130,0,23,0,"Graduate"
1,1,1,106,1,19,0,"Graduate"
1,17,1,125,1,18,0,"Graduate"
1,1,1,134,1,19,0,"Graduate"
1,39,1,133.1,1,25,0,"Graduate"
1,1,1,117,1,19,0,"Enrolled"
1,1,1,136,1,19,0,"Graduate"
1,39,1,120,1,24,0,"Graduate"
1,1,1,135,1,18,0,"Graduate"
1,17,1,122,1,19,0,"Graduate"
1,1,1,147,1,18,0,"Graduate"
1,39,1,120,0,27,0,"Enrolled"
1,17,1,121,1,19,0,"Graduate"
1,18,1,135,1,18,0,"Dropout"
2,39,1,130,1,34,0,"Dropout"
1,1,1,128,1,18,0,"Enrolled"
1,1,1,129,1,18,0,"Enrolled"
1,1,1,143,1,18,0,"Enrolled"
1,1,1,108,1,20,0,"Dropout"
1,1,1,130,1,19,0,"Enrolled"
1,1,1,135,1,21,0,"Enrolled"
2,39,3,140,0,26,0,"Graduate"
1,43,1,120,1,27,0,"Graduate"
1,1,1,117,1,20,0,"Graduate"
1,17,1,151,1,18,0,"Graduate"
1,53,42,140,1,23,0,"Enrolled"
1,39,19,133.1,1,24,0,"Graduate"
1,44,39,130,1,19,0,"Graduate"
1,1,1,125,1,19,0,"Graduate"
1,1,1,125,1,19,0,"Enrolled"
1,1,1,135,1,18,0,"Enrolled"
1,51,1,121,0,22,0,"Graduate"
1,43,1,141,1,20,0,"Graduate"
1,39,1,130,1,25,0,"Dropout"
1,44,39,180,1,21,0,"Graduate"
1,1,1,117,1,19,0,"Enrolled"
1,17,1,127,1,18,0,"Graduate"
1,1,1,126,1,18,0,"Graduate"
1,17,1,143,1,19,1,"Graduate"
1,1,1,144,1,19,0,"Graduate"
1,17,1,126,1,18,0,"Dropout"
1,51,39,140,1,20,0,"Graduate"
1,17,1,148,1,19,0,"Dropout"
1,42,1,100,1,28,0,"Graduate"
1,1,1,151,1,20,0,"Graduate"
1,42,1,120,0,30,0,"Dropout"
1,1,1,135,1,19,0,"Graduate"
1,1,1,121,1,22,0,"Graduate"
1,1,1,116,1,18,0,"Graduate"
1,17,1,147,1,23,0,"Dropout"
1,17,1,160,1,18,0,"Graduate"
1,1,1,133,1,18,0,"Enrolled"
2,39,19,100,1,50,1,"Dropout"
1,1,1,151,1,19,0,"Graduate"
1,17,1,124,1,22,0,"Graduate"
1,44,39,140,1,23,0,"Graduate"
1,18,1,170,1,20,0,"Dropout"
4,39,19,133.1,1,44,0,"Dropout"
4,39,19,133.1,1,49,1,"Graduate"
2,43,1,100,0,46,1,"Graduate"
1,39,39,120,1,41,1,"Dropout"
1,17,1,133,1,18,1,"Graduate"
3,39,1,120,0,43,1,"Graduate"
4,39,19,133.1,1,70,1,"Dropout"
4,39,19,133.1,1,48,1,"Dropout"
2,43,1,133.1,1,41,1,"Graduate"
1,1,1,140,1,21,1,"Enrolled"
1,39,1,100,1,35,1,"Dropout"
2,39,19,133.1,1,44,1,"Graduate"
1,1,1,143,1,18,1,"Dropout"
2,1,1,165,0,45,1,"Graduate"
1,1,1,154,1,20,1,"Enrolled"
1,44,39,140,1,22,1,"Graduate"
1,43,1,140,1,39,1,"Dropout"
1,44,39,130,1,20,1,"Enrolled"
2,39,19,133.1,1,49,1,"Dropout"
1,7,4,190,1,43,1,"Dropout"
2,39,1,120,0,32,1,"Dropout"
1,39,12,100,1,47,1,"Graduate"
5,39,1,120,0,37,1,"Dropout"
2,39,1,133.1,0,41,1,"Graduate"
2,39,1,150,1,60,1,"Graduate"
2,39,1,120,1,47,1,"Graduate"
1,39,1,133.1,0,50,1,"Dropout"
2,39,19,133.1,0,45,1,"Dropout"
1,39,1,100,1,45,1,"Dropout"
2,39,1,133.1,1,33,1,"Graduate"
1,1,1,143,1,18,1,"Graduate"
2,39,1,120,1,43,1,"Graduate"
1,43,1,161,0,44,1,"Graduate"
1,39,9,133.1,1,29,1,"Dropout"
4,39,1,140,1,53,1,"Dropout"
2,42,6,123,0,37,1,"Enrolled"
1,43,1,142,1,18,1,"Enrolled"
1,43,19,133.1,1,35,1,"Dropout"
1,1,1,115,1,23,1,"Enrolled"
1,1,1,156,1,22,1,"Graduate"
1,39,1,140,0,33,1,"Dropout"
1,7,3,130,1,41,1,"Dropout"
4,7,3,140,1,51,1,"Graduate"
1,51,1,140,1,19,1,"Graduate"
1,39,1,133.1,0,35,1,"Dropout"
1,1,1,131,1,20,1,"Graduate"
1,43,1,141,1,18,1,"Enrolled"
1,1,1,120,1,18,1,"Dropout"
1,44,39,140,1,21,1,"Graduate"
1,1,1,132,1,21,1,"Graduate"
2,39,1,130,1,34,1,"Graduate"
4,39,1,140,1,34,1,"Dropout"
1,17,1,110,1,21,1,"Graduate"
1,43,1,140,1,32,1,"Enrolled"
1,17,1,130,1,30,1,"Dropout"
1,1,1,137,1,19,1,"Enrolled"
1,51,1,158,1,20,1,"Dropout"
1,1,1,124,1,18,1,"Dropout"
1,1,1,136,1,19,1,"Graduate"
1,17,1,142,1,18,1,"Dropout"
1,39,1,150,0,27,1,"Dropout"
1,39,12,120,1,52,1,"Graduate"
2,43,1,149,1,29,1,"Dropout"
1,51,39,130,1,22,1,"Dropout"
1,43,1,110,1,28,1,"Graduate"
1,39,6,133.1,1,30,1,"Dropout"
1,1,1,134,1,18,0,"Graduate"
1,1,1,130,1,21,0,"Graduate"
1,1,1,141,1,20,0,"Graduate"
1,42,1,123,1,21,0,"Graduate"
2,39,19,133.1,0,32,0,"Dropout"
1,1,1,122,1,20,1,"Graduate"
1,1,1,132,1,19,1,"Dropout"
1,15,1,133.1,1,18,1,"Dropout"
1,43,1,130,0,23,1,"Dropout"
1,1,1,111,1,20,1,"Graduate"
2,43,1,133.1,1,46,0,"Graduate"
1,17,1,125,1,27,1,"Graduate"
1,5,1,137,1,20,1,"Enrolled"
2,43,19,100,0,41,1,"Graduate"
1,15,1,133.1,1,40,1,"Enrolled"
2,44,39,150,0,37,1,"Graduate"
1,1,1,120,1,20,1,"Enrolled"
1,44,39,150,1,20,0,"Enrolled"
1,7,40,133.1,0,26,0,"Graduate"
2,39,1,133.1,0,54,1,"Graduate"
1,17,1,132,1,21,1,"Graduate"
1,1,1,134,1,20,0,"Graduate"
1,17,1,126,1,18,0,"Dropout"
1,1,1,136,1,19,0,"Enrolled"
1,1,1,129,1,18,0,"Graduate"
1,1,1,126,1,19,0,"Enrolled"
1,44,39,140,1,22,0,"Dropout"
1,43,1,162,1,19,0,"Graduate"
1,1,1,148,1,21,0,"Dropout"
1,17,1,119,1,20,0,"Enrolled"
1,17,1,123,1,18,0,"Graduate"
1,17,1,150,1,18,0,"Graduate"
1,17,1,113,1,20,0,"Dropout"
1,1,1,152,1,18,0,"Graduate"
1,1,1,154,1,18,0,"Enrolled"
1,1,1,130,1,20,0,"Graduate"
1,1,1,121,1,19,0,"Graduate"
1,1,1,153,1,18,0,"Graduate"
1,1,1,148,1,18,0,"Graduate"
1,5,1,143,1,18,0,"Dropout"
1,17,1,147,1,20,0,"Graduate"
1,17,1,138,1,19,0,"Graduate"
1,39,1,120,1,36,1,"Dropout"
1,17,1,145,1,19,0,"Graduate"
1,17,1,118,1,18,0,"Graduate"
1,1,1,121,1,18,0,"Graduate"
1,1,1,135,1,18,0,"Graduate"
1,44,1,140,1,19,0,"Graduate"
1,18,1,145,1,18,0,"Graduate"
1,1,1,133,1,19,0,"Graduate"
1,1,1,127,1,18,0,"Enrolled"
1,53,42,130,1,22,0,"Enrolled"
1,1,1,117,1,18,0,"Dropout"
1,17,1,125,1,19,0,"Graduate"
1,1,1,141,1,18,0,"Graduate"
1,1,1,122,1,19,0,"Graduate"
1,17,1,118,1,20,0,"Enrolled"
1,17,1,142,1,18,0,"Graduate"
1,1,1,143,1,23,0,"Enrolled"
1,1,1,143,1,20,0,"Dropout"
1,1,1,123,1,20,0,"Enrolled"
1,1,1,115,1,22,0,"Dropout"
1,17,1,112,1,18,0,"Graduate"
1,17,1,135,1,18,0,"Graduate"
1,1,1,162,1,18,0,"Graduate"
1,1,1,143,1,18,0,"Graduate"
1,51,1,130,1,21,0,"Enrolled"
1,17,1,136,1,20,0,"Enrolled"
1,16,1,125,1,18,0,"Graduate"
1,17,1,132,1,20,0,"Enrolled"
1,1,1,123,0,25,0,"Graduate"
1,1,1,142,1,18,0,"Graduate"
1,1,1,147,1,19,0,"Graduate"
1,1,1,140,1,20,0,"Enrolled"
1,1,1,133.1,1,20,0,"Graduate"
1,18,1,114,1,21,0,"Graduate"
1,17,1,125,1,18,0,"Graduate"
1,17,1,127,1,18,0,"Dropout"
1,1,1,132,1,18,0,"Graduate"
1,1,1,148,1,18,0,"Graduate"
1,43,1,139,1,19,0,"Dropout"
1,17,1,136,1,20,0,"Dropout"
1,39,9,133.1,1,47,0,"Dropout"
1,43,1,120,1,21,0,"Enrolled"
2,39,1,130,1,31,1,"Dropout"
2,39,1,110,1,46,1,"Dropout"
1,1,1,133,1,18,1,"Enrolled"
1,17,1,138,1,19,1,"Dropout"
1,51,1,131,1,23,1,"Enrolled"
1,44,39,150,1,22,1,"Dropout"
1,1,1,125,1,19,1,"Graduate"
1,1,1,108,1,19,0,"Dropout"
1,17,1,116,1,22,1,"Enrolled"
1,39,1,133.1,1,29,1,"Dropout"
1,1,1,147,1,18,0,"Graduate"
1,1,1,143,1,18,0,"Graduate"
1,1,1,115,1,23,0,"Dropout"
2,39,1,160,0,34,0,"Graduate"
1,17,1,118,1,19,0,"Graduate"
1,1,1,122,1,18,0,"Enrolled"
1,17,1,143,1,20,0,"Graduate"
1,1,1,133,1,19,0,"Graduate"
1,5,1,122,1,22,0,"Enrolled"
1,1,1,164,1,23,0,"Graduate"
2,39,1,133.1,1,34,1,"Graduate"
1,17,1,127,1,18,1,"Enrolled"
1,1,1,140,1,21,1,"Dropout"
1,1,1,127,1,22,1,"Dropout"
1,39,12,133.1,1,28,1,"Dropout"
1,5,1,115,1,23,1,"Dropout"
1,1,1,108,1,20,1,"Dropout"
1,18,1,136,1,18,1,"Dropout"
1,39,12,133.1,1,28,1,"Dropout"
1,44,39,120,1,21,1,"Dropout"
1,39,1,133.1,1,25,1,"Dropout"
1,44,39,160,1,19,1,"Dropout"
1,1,1,128,1,18,1,"Graduate"
1,39,3,130,1,29,1,"Dropout"
1,39,19,133.1,1,29,1,"Dropout"
1,18,1,137,1,20,1,"Graduate"
1,1,1,163,1,18,1,"Graduate"
1,1,1,125,1,20,1,"Graduate"
2,39,1,120,1,33,1,"Dropout"
1,42,1,150,0,30,1,"Graduate"
1,1,1,135,1,21,1,"Enrolled"
1,1,1,148,1,18,1,"Graduate"
1,1,1,138,1,19,1,"Graduate"
1,17,1,119,1,21,1,"Dropout"
1,39,1,130,1,25,1,"Dropout"
1,1,1,135,1,19,1,"Graduate"
1,44,39,120,1,23,1,"Dropout"
1,17,1,126,1,19,1,"Graduate"
1,1,1,149,1,19,1,"Graduate"
1,39,1,110,1,31,1,"Dropout"
1,39,1,133.1,1,32,1,"Dropout"
1,16,1,127,1,19,0,"Graduate"
1,42,6,120,1,34,0,"Graduate"
1,16,1,136,1,21,0,"Graduate"
1,43,1,110,1,53,0,"Graduate"
1,1,1,136,1,19,0,"Graduate"
1,1,1,145,1,20,0,"Graduate"
1,1,1,159,1,18,0,"Graduate"
1,39,1,147,1,32,0,"Dropout"
1,43,1,150,1,21,0,"Graduate"
1,7,3,140,0,26,0,"Dropout"
1,42,39,150,1,26,0,"Graduate"
2,44,39,130,0,21,0,"Dropout"
1,17,1,120,1,18,0,"Graduate"
1,43,39,130,1,21,0,"Graduate"
1,1,1,112,1,21,0,"Enrolled"
1,17,1,128,1,19,0,"Graduate"
1,17,1,114,1,19,0,"Dropout"
1,43,1,118,1,19,0,"Graduate"
1,7,3,130,1,27,0,"Graduate"
1,1,1,145,1,18,0,"Graduate"
1,1,1,121,1,20,0,"Dropout"
1,1,1,114,1,19,0,"Graduate"
1,1,1,127,1,20,0,"Dropout"
1,17,1,145,1,19,0,"Graduate"
1,17,1,130,1,20,0,"Enrolled"
1,1,1,150,1,20,0,"Dropout"
1,1,1,145,1,18,0,"Graduate"
1,1,1,128,1,20,0,"Graduate"
2,39,1,140,0,38,0,"Dropout"
4,39,1,130,0,42,0,"Graduate"
1,39,1,140,1,32,0,"Dropout"
1,15,1,120,1,22,0,"Graduate"
2,39,1,147,0,28,0,"Dropout"
2,39,9,133.1,0,37,0,"Dropout"
2,44,39,160,1,43,0,"Graduate"
6,39,1,133.1,0,41,0,"Graduate"
4,39,19,140,0,29,0,"Graduate"
1,39,1,133.1,0,35,0,"Graduate"
1,17,1,131,1,18,0,"Dropout"
1,39,19,133.1,1,39,0,"Dropout"
4,39,1,120,0,37,0,"Enrolled"
1,39,1,130,1,26,0,"Graduate"
1,7,3,140,1,32,0,"Dropout"
2,39,1,133.1,0,37,0,"Enrolled"
1,39,1,140,1,28,0,"Enrolled"
1,1,1,133.1,1,19,0,"Dropout"
1,1,1,125,1,18,0,"Enrolled"
1,1,1,115,1,19,0,"Graduate"
2,7,3,110,1,32,0,"Graduate"
2,39,1,140,1,31,0,"Dropout"
1,39,1,100,1,34,0,"Enrolled"
1,1,1,145,1,20,0,"Graduate"
1,39,19,133.1,1,28,0,"Dropout"
1,44,39,150,0,31,0,"Enrolled"
1,1,1,145,1,18,0,"Enrolled"
4,39,19,133.1,0,31,0,"Dropout"
1,1,1,110,1,19,0,"Graduate"
1,1,1,128,1,19,0,"Graduate"
2,39,19,133.1,1,31,0,"Enrolled"
1,7,3,130,1,34,0,"Dropout"
1,16,1,137,1,18,0,"Graduate"
1,17,1,123,1,18,0,"Graduate"
1,1,1,156,1,19,1,"Graduate"
1,17,1,133.1,1,22,1,"Dropout"
2,43,1,100,1,32,1,"Graduate"
1,39,1,140,1,61,1,"Dropout"
1,39,1,130,0,30,1,"Graduate"
2,39,1,133.1,0,45,1,"Dropout"
1,44,39,140,1,20,1,"Graduate"
1,18,1,137,1,19,0,"Dropout"
1,42,1,120,1,26,1,"Dropout"
1,17,1,125,1,19,1,"Dropout"
1,17,1,130,1,19,1,"Graduate"
1,1,1,115,1,19,1,"Graduate"
1,1,1,150,1,19,1,"Graduate"
1,1,1,134,1,19,1,"Dropout"
1,39,1,120,1,28,1,"Dropout"
1,43,1,141,1,24,1,"Graduate"
1,1,1,133,1,18,1,"Graduate"
1,1,1,149,1,18,1,"Enrolled"
1,1,1,121,1,18,1,"Graduate"
1,44,39,120,1,21,1,"Graduate"
2,39,1,148,0,28,1,"Dropout"
1,39,12,133.1,1,58,1,"Dropout"
2,39,1,135,0,49,1,"Dropout"
1,39,1,150,1,24,1,"Enrolled"
1,43,1,130,1,25,1,"Graduate"
4,42,1,133.1,1,33,1,"Dropout"
2,39,19,133.1,1,33,1,"Dropout"
2,43,1,110,1,40,1,"Graduate"
2,39,1,170,0,48,1,"Graduate"
1,17,1,120,1,18,1,"Enrolled"
1,39,19,133.1,1,24,1,"Graduate"
2,1,1,139,1,23,1,"Graduate"
1,39,19,133.1,0,39,1,"Dropout"
1,18,1,133.1,1,21,1,"Graduate"
1,42,6,120,1,34,1,"Dropout"
2,39,1,100,0,41,1,"Enrolled"
1,1,1,134,1,18,1,"Graduate"
2,39,1,130,0,34,1,"Enrolled"
1,1,1,128,1,19,1,"Dropout"
1,1,1,154,1,19,1,"Graduate"
1,7,4,150,1,28,1,"Graduate"
1,17,1,134,1,18,1,"Dropout"
1,1,1,127,1,19,1,"Dropout"
1,17,1,133.1,1,19,1,"Dropout"
1,17,1,130,1,18,0,"Graduate"
1,1,1,135,1,18,0,"Graduate"
1,1,1,143,1,18,0,"Dropout"
1,44,39,150,1,19,0,"Graduate"
2,7,3,150,1,31,0,"Graduate"
1,39,1,130,0,33,0,"Graduate"
1,1,1,113,1,20,0,"Enrolled"
1,44,39,130,1,22,0,"Enrolled"
1,17,1,115,1,19,0,"Graduate"
1,1,1,146,1,18,0,"Dropout"
